496.7836843,580.7603621
311.1795447,515.8135548
547.8369119,332.6089324
32.76287654,152.1023176
165.207528,51.59087915
259.5733133,13.04113793
199.0378287,179.0841064
431.2216007,85.98959465
31.25827456,22.48785813
298.2601611,577.1414403
381.0245689,472.7239429
783.9443456,315.7555808
550.6554454,116.4908792
355.1937202,15.7622361
732.2986609,342.8348412
331.614767,555.2972891
455.0296209,235.8040584
621.5302186,589.1945275
79.92767531,174.4001746
242.2609684,317.7683394
89.20937441,512.7691422
264.6246449,447.3010722
596.3073884,373.8863332
558.1553494,290.3275853
754.2080718,213.4686342
595.6779609,92.34091448
201.8696283,518.2602025
567.8287756,414.5282578
281.5684463,381.1045424
573.256351,232.8758879
265.071,262.4266165
100.1009358,40.57056616
384.091866,480.3682931
119.0431699,409.4131489
612.6678194,417.6345944
406.4391014,180.5002403
349.0073942,421.3208448
460.1433917,376.2947924
457.505215,564.4648835
52.8905988,371.6807065
408.8791959,357.6298277
776.7629391,415.6608719
341.7451076,155.9909265
748.6622053,158.7023238
85.26888882,457.8074713
745.6561289,566.669635
242.2950134,483.6904015
42.05836281,368.5582006
55.95357307,263.6157965
246.4344113,11.58481107
291.7783354,248.9310378
605.7976775,423.0892902
655.0688469,274.0441241
507.8403947,55.9237934
261.2430373,265.1046691
711.548885,528.5732885
97.18476319,274.7327372
128.9145098,523.855052
63.21653537,557.6796418
138.5435236,527.7841796
125.7788533,501.4292323
794.7761408,198.32915
793.2338961,23.92105427
519.1374992,383.0273272
653.4409557,470.180512
602.0754024,271.7054036
693.8130421,15.4227039
669.374247,496.3852187
221.2500724,522.2450645
14.37198215,254.2634007
79.86300377,446.2054246
73.44610236,116.1347804
170.4247713,46.20051104
671.0210266,127.8806615
329.6791035,264.0323729
250.1667972,285.2531882
139.5861736,521.0276903
274.0134308,431.3071328
230.2647956,114.6765583
688.3446699,465.2128179
334.7010738,119.1124186
193.2350146,16.79099808
650.1224072,437.1517475
622.6853527,299.3146858
178.3003813,333.924799
363.6508425,101.5895893
732.2782252,18.53635795
483.7941746,542.2031541
41.83746346,534.1208186
358.6411055,150.456756
382.9395599,595.3366797
92.0936747,57.75287662
73.06644203,373.6236334
389.725732,315.8742395
41.64938792,514.4085053
5.230241873,379.9341282
164.3619306,588.5668594
329.6351396,533.3903882
505.9656413,415.7736674
669.2234933,62.0041008
